ppm,time
982.746787,1230
982.6256646,1231
982.5045421,1232
982.3834197,1233
983.0294058,1234
983.675392,1235
984.3213781,1236
984.9673642,1237
985.6133504,1238
986.2593364,1239
986.9053228,1240
987.5513088,1241
988.1972948,1242
988.8432811,1243
989.4892675,1244
990.1352531,1245
990.7812395,1246
991.4272258,1247
992.0732115,1248
992.7191978,1249
993.3651842,1250
994.0111698,1251
994.6571562,1252
995.3031425,1253
995.9491289,1254
996.5951153,1255
997.2411002,1256
997.8870865,1257
998.5330729,1258
999.1790593,1259
999.8250456,1260
1000.471032,1261
1001.117017,1262
1001.763003,1263
1002.40899,1264
1003.054976,1265
1003.700962,1266
1004.346949,1267
1004.992935,1268
1005.63892,1269
1006.284906,1270
1006.930893,1271
1007.576879,1272
1008.222865,1273
1008.868852,1274
1009.514838,1275
1010.160824,1276
1010.806811,1277
1011.452794,1278
1012.098781,1279
1012.744767,1280
1013.390753,1281
1014.03674,1282
1014.682726,1283
1015.328712,1284
1015.974699,1285
1016.620685,1286
1017.266672,1287
1017.912658,1288
1018.558644,1289
1019.204631,1290
1019.850614,1291
1020.4966,1292
1021.142587,1293
1021.788573,1294
1022.434559,1295
1023.080546,1296
1023.726532,1297
1024.372519,1298
1025.018505,1299
1025.664491,1300
1026.310478,1301
1026.956464,1302
1027.60245,1303
1028.248434,1304
1028.89442,1305
1029.540407,1306
1030.186393,1307
1030.832379,1308
1031.478366,1309
1032.124352,1310
1032.164726,1311
1032.2051,1312
1032.245474,1313
1032.285849,1314
1032.326223,1315
1032.366597,1316
1032.406971,1317
1032.447345,1318
1032.487719,1319
1032.528093,1320
1032.568468,1321
1032.608842,1322
1032.649216,1323
1032.68959,1324
1032.729964,1325
1032.770338,1326
1032.810712,1327
1032.851087,1328
1032.891461,1329
1032.931835,1330
1032.972209,1331
1033.012583,1332
1033.052957,1333
1033.093331,1334
1033.133706,1335
1033.17408,1336
1033.214454,1337
1033.254828,1338
1033.295202,1339
1033.335576,1340
1033.37595,1341
1033.416325,1342
1033.456699,1343
1033.497073,1344
1033.537447,1345
1033.577821,1346
1033.618195,1347
1033.658569,1348
1033.698944,1349
1033.739318,1350
1033.779692,1351
1033.820066,1352
1033.86044,1353
1033.900814,1354
1033.941188,1355
1033.981562,1356
1034.021937,1357
1034.062311,1358
1034.102685,1359
